book_id,total_unique_readers,rereader_count,reread_probability
217,6,0,0.0
218,4,0,0.0
219,5,0,0.0
220,6,1,0.16666666666666666
221,3,0,0.0
222,6,0,0.0
223,3,0,0.0
224,4,0,0.0
225,3,0,0.0
226,5,0,0.0
227,15,2,0.13333333333333333
228,14,1,0.07142857142857142
229,1,1,1.0
230,17,3,0.17647058823529413
231,13,2,0.15384615384615385
232,4,0,0.0
233,5,1,0.2
234,14,0,0.0
235,13,0,0.0
236,3,0,0.0
237,5,0,0.0
238,6,2,0.3333333333333333
239,6,2,0.3333333333333333
240,5,0,0.0
241,16,1,0.0625
242,5,1,0.2
243,7,0,0.0
244,8,1,0.125
245,4,0,0.0
246,3,0,0.0
247,2,0,0.0
248,8,0,0.0
249,5,1,0.2
250,5,1,0.2
251,8,1,0.125
252,3,0,0.0
253,6,1,0.16666666666666666
254,3,0,0.0
255,4,1,0.25
256,2,0,0.0
257,5,1,0.2
258,5,0,0.0
259,2,0,0.0
260,1,1,1.0
261,2,2,1.0
262,1,1,1.0
263,4,0,0.0
264,2,2,1.0
265,3,1,0.3333333333333333
266,3,0,0.0
267,2,1,0.5
268,5,0,0.0
269,2,1,0.5
270,2,1,0.5
271,3,0,0.0
272,3,1,0.3333333333333333
273,2,1,0.5
274,5,2,0.4
275,4,1,0.25
276,3,0,0.0
277,9,3,0.3333333333333333
278,3,0,0.0
279,3,2,0.6666666666666666
280,4,0,0.0
281,2,0,0.0
282,4,2,0.5
283,3,1,0.3333333333333333
284,4,0,0.0
285,4,1,0.25
286,4,0,0.0
287,17,6,0.35294117647058826
288,4,0,0.0
289,4,1,0.25
290,4,2,0.5
291,2,0,0.0
292,5,0,0.0
293,4,2,0.5
294,8,0,0.0
295,3,0,0.0
296,4,0,0.0
297,2,0,0.0
298,2,0,0.0
299,1,0,0.0
300,2,2,1.0
301,3,1,0.3333333333333333
302,2,1,0.5
303,1,1,1.0
304,6,0,0.0
305,2,0,0.0
306,3,1,0.3333333333333333
307,1,1,1.0
308,4,2,0.5
309,3,1,0.3333333333333333
310,5,1,0.2
311,8,1,0.125
312,8,0,0.0
313,1,1,1.0
314,5,0,0.0
315,3,1,0.3333333333333333
316,2,1,0.5
317,4,0,0.0
318,4,1,0.25
319,3,1,0.3333333333333333
320,3,1,0.3333333333333333
321,1,1,1.0
322,6,0,0.0
323,63,1,0.015873015873015872
324,13,4,0.3076923076923077
325,4,1,0.25
326,4,1,0.25
327,1,1,1.0
328,10,0,0.0
329,4,0,0.0
330,5,1,0.2
331,13,0,0.0
332,4,1,0.25
333,4,0,0.0
334,4,0,0.0
335,3,1,0.3333333333333333
336,15,2,0.13333333333333333
337,6,1,0.16666666666666666
338,4,0,0.0
339,3,1,0.3333333333333333
340,3,0,0.0
341,3,0,0.0
342,6,0,0.0
343,2,1,0.5
344,8,3,0.375
345,5,0,0.0
346,2,0,0.0
347,6,2,0.3333333333333333
348,8,1,0.125
349,4,0,0.0
350,11,1,0.09090909090909091
351,1,0,0.0
352,4,0,0.0
353,1,1,1.0
354,5,0,0.0
355,2,0,0.0
356,4,1,0.25
357,2,0,0.0
358,2,0,0.0
359,5,1,0.2
360,11,2,0.18181818181818182
361,3,0,0.0
362,2,1,0.5
363,20,1,0.05
364,2,0,0.0
365,3,0,0.0
366,7,1,0.14285714285714285
367,1,1,1.0
368,3,2,0.6666666666666666
369,3,2,0.6666666666666666
370,5,0,0.0
371,2,1,0.5
372,4,1,0.25
373,4,1,0.25
374,11,1,0.09090909090909091
375,6,1,0.16666666666666666
376,3,1,0.3333333333333333
377,1,1,1.0
378,12,0,0.0
379,8,0,0.0
380,11,1,0.09090909090909091
381,7,0,0.0
382,4,0,0.0
383,30,0,0.0
384,6,1,0.16666666666666666
385,19,0,0.0
386,12,1,0.08333333333333333
387,4,0,0.0
388,5,1,0.2
389,4,0,0.0
390,3,0,0.0
391,2,0,0.0
392,8,1,0.125
393,2,2,1.0
394,5,1,0.2
395,6,4,0.6666666666666666
396,4,1,0.25
397,3,1,0.3333333333333333
398,2,2,1.0
399,13,2,0.15384615384615385
400,3,1,0.3333333333333333
401,1,1,1.0
402,2,1,0.5
403,4,0,0.0
404,43,6,0.13953488372093023
405,64,7,0.109375
406,5,0,0.0
407,3,0,0.0
408,6,1,0.16666666666666666
409,5,0,0.0
410,3,0,0.0
411,4,0,0.0
412,5,0,0.0
413,5,0,0.0
414,6,0,0.0
415,4,1,0.25
416,7,1,0.14285714285714285
417,6,0,0.0
418,5,0,0.0
419,9,0,0.0
420,15,2,0.13333333333333333
421,4,0,0.0
422,12,0,0.0
423,12,1,0.08333333333333333
424,23,0,0.0
425,5,0,0.0
426,8,0,0.0
427,5,1,0.2
428,9,0,0.0
429,6,0,0.0
430,6,0,0.0
431,8,0,0.0
432,4,1,0.25
433,6,0,0.0
434,9,1,0.1111111111111111
435,6,0,0.0
436,4,1,0.25
437,13,2,0.15384615384615385
438,5,0,0.0
439,10,0,0.0
440,5,1,0.2
441,3,0,0.0
442,7,0,0.0
443,10,1,0.1
444,3,0,0.0
445,10,1,0.1
446,2,0,0.0
447,5,0,0.0
448,9,0,0.0
449,4,0,0.0
450,9,1,0.1111111111111111
451,6,0,0.0
452,5,0,0.0
453,7,0,0.0
454,7,1,0.14285714285714285
455,13,0,0.0
456,3,0,0.0
457,8,0,0.0
458,4,0,0.0
459,2,0,0.0
460,5,0,0.0
461,4,0,0.0
462,17,0,0.0
463,22,0,0.0
464,23,1,0.043478260869565216
465,11,2,0.18181818181818182
466,59,2,0.03389830508474576
467,19,0,0.0
468,6,0,0.0
469,14,0,0.0
470,2,0,0.0
471,6,0,0.0
472,10,0,0.0
473,5,0,0.0
474,2,0,0.0
475,4,2,0.5
476,55,3,0.05454545454545454
477,12,0,0.0
478,34,1,0.029411764705882353
479,3,0,0.0
480,4,0,0.0
481,6,1,0.16666666666666666
482,7,0,0.0
483,4,0,0.0
484,5,0,0.0
485,4,0,0.0
486,9,1,0.1111111111111111
487,4,0,0.0
488,17,0,0.0
489,14,0,0.0
490,6,0,0.0
491,4,0,0.0
492,3,0,0.0
493,4,0,0.0
494,12,0,0.0
495,11,0,0.0
496,3,0,0.0
497,1,0,0.0
498,2,0,0.0
499,7,1,0.14285714285714285
500,5,0,0.0
501,3,0,0.0
502,6,1,0.16666666666666666
503,2,0,0.0
504,4,0,0.0
505,2,0,0.0
506,4,0,0.0
507,3,0,0.0
508,2,1,0.5
509,2,0,0.0
510,3,0,0.0
511,3,0,0.0
512,6,0,0.0
514,7,0,0.0
516,6,0,0.0
518,7,1,0.14285714285714285
522,2,0,0.0
525,3,2,0.6666666666666666
526,3,1,0.3333333333333333
527,5,1,0.2
528,6,1,0.16666666666666666
529,11,4,0.36363636363636365
530,1,1,1.0
531,2,1,0.5
532,1,1,1.0
533,1,1,1.0
534,1,1,1.0
535,1,1,1.0
536,3,2,0.6666666666666666
537,1,1,1.0
538,9,3,0.3333333333333333
539,3,0,0.0
540,3,0,0.0
541,8,0,0.0
542,2,1,0.5
543,5,1,0.2
544,3,1,0.3333333333333333
545,3,1,0.3333333333333333
546,8,0,0.0
547,6,2,0.3333333333333333
548,6,0,0.0
549,10,0,0.0
550,6,0,0.0
551,2,0,0.0
552,2,0,0.0
553,3,0,0.0
554,2,1,0.5
555,3,0,0.0
556,2,0,0.0
557,3,0,0.0
558,3,0,0.0
559,11,0,0.0
560,5,0,0.0
561,4,0,0.0
562,2,1,0.5
563,8,1,0.125
564,1,1,1.0
565,1,1,1.0
566,1,1,1.0
567,5,0,0.0
568,3,2,0.6666666666666666
569,5,0,0.0
570,3,0,0.0
571,2,1,0.5
572,4,1,0.25
573,4,2,0.5
574,2,0,0.0
575,11,0,0.0
576,11,2,0.18181818181818182
577,4,1,0.25
578,26,3,0.11538461538461539
579,7,0,0.0
580,11,0,0.0
581,5,0,0.0
582,4,0,0.0
583,5,0,0.0
584,1,1,1.0
585,18,1,0.05555555555555555
586,8,0,0.0
587,5,0,0.0
588,4,0,0.0
589,10,0,0.0
590,5,1,0.2
591,2,0,0.0
592,4,0,0.0
593,8,0,0.0
594,6,0,0.0
595,5,0,0.0
596,7,0,0.0
597,4,0,0.0
598,11,0,0.0
599,3,0,0.0
600,4,0,0.0
601,1,0,0.0
602,1,0,0.0
603,1,0,0.0
604,3,1,0.3333333333333333
605,4,0,0.0
606,3,0,0.0
607,11,2,0.18181818181818182
608,4,1,0.25
609,6,0,0.0
610,3,1,0.3333333333333333
611,78,42,0.5384615384615384
612,19,0,0.0
613,3,3,1.0
614,3,0,0.0
615,2,0,0.0
616,5,0,0.0
617,4,1,0.25
618,44,3,0.06818181818181818
619,3,1,0.3333333333333333
620,5,2,0.4
621,10,1,0.1
622,5,0,0.0
623,2,1,0.5
624,9,0,0.0
625,21,12,0.5714285714285714
626,15,8,0.5333333333333333
627,3,0,0.0
628,5,1,0.2
629,6,0,0.0
630,5,3,0.6
631,4,0,0.0
632,6,1,0.16666666666666666
633,3,1,0.3333333333333333
634,3,1,0.3333333333333333
635,3,0,0.0
636,4,0,0.0
637,7,1,0.14285714285714285
638,3,2,0.6666666666666666
639,3,0,0.0
640,6,0,0.0
641,5,1,0.2
642,3,1,0.3333333333333333
643,3,1,0.3333333333333333
644,6,0,0.0
645,8,0,0.0
646,1,1,1.0
648,7,0,0.0
649,4,1,0.25
650,7,0,0.0
651,11,0,0.0
652,1,1,1.0
653,2,1,0.5
654,2,1,0.5
655,8,0,0.0
656,7,0,0.0
657,3,1,0.3333333333333333
658,4,0,0.0
659,3,0,0.0
660,4,0,0.0
661,20,3,0.15
662,4,0,0.0
663,5,0,0.0
664,2,0,0.0
665,6,0,0.0
666,4,0,0.0
667,5,0,0.0
668,5,0,0.0
669,1,1,1.0
670,8,1,0.125
671,2,1,0.5
672,2,1,0.5
673,3,0,0.0
674,1,0,0.0
675,2,1,0.5
676,6,0,0.0
677,4,1,0.25
678,5,1,0.2
679,4,0,0.0
680,4,1,0.25
681,3,1,0.3333333333333333
682,2,1,0.5
683,4,0,0.0
684,6,0,0.0
685,16,0,0.0
686,27,2,0.07407407407407407
687,35,0,0.0
688,6,2,0.3333333333333333
689,5,1,0.2
690,5,0,0.0
691,4,0,0.0
692,68,21,0.3088235294117647
693,11,1,0.09090909090909091
694,9,0,0.0
695,5,0,0.0
696,5,0,0.0
697,5,0,0.0
698,8,0,0.0
699,5,0,0.0
700,4,0,0.0
701,5,0,0.0
702,5,0,0.0
703,5,1,0.2
704,5,0,0.0
705,15,3,0.2
706,2,0,0.0
707,6,0,0.0
708,4,0,0.0
709,4,1,0.25
710,1,0,0.0
711,6,0,0.0
712,3,0,0.0
713,2,0,0.0
714,13,1,0.07692307692307693
715,24,7,0.2916666666666667
716,7,1,0.14285714285714285
717,2,2,1.0
718,2,1,0.5
719,2,2,1.0
720,2,2,1.0
721,2,1,0.5
722,8,0,0.0
723,4,1,0.25
724,7,0,0.0
725,5,0,0.0
726,19,7,0.3684210526315789
727,3,1,0.3333333333333333
728,4,0,0.0
729,3,0,0.0
730,3,1,0.3333333333333333
731,4,0,0.0
732,7,0,0.0
733,5,0,0.0
734,2,0,0.0
735,4,0,0.0
736,15,0,0.0
737,6,0,0.0
738,7,0,0.0
739,11,7,0.6363636363636364
740,19,15,0.7894736842105263
741,4,0,0.0
742,15,0,0.0
743,7,1,0.14285714285714285
744,5,0,0.0
745,9,3,0.3333333333333333
746,10,0,0.0
747,8,0,0.0
748,13,1,0.07692307692307693
749,12,1,0.08333333333333333
750,7,0,0.0
751,3,0,0.0
752,3,0,0.0
753,13,0,0.0
754,5,0,0.0
755,4,0,0.0
756,5,0,0.0
757,15,0,0.0
758,3,0,0.0
759,6,0,0.0
760,18,0,0.0
761,4,0,0.0
762,4,1,0.25
763,2,0,0.0
764,22,0,0.0
765,8,1,0.125
766,5,0,0.0
767,3,0,0.0
768,5,0,0.0
769,36,2,0.05555555555555555
770,12,0,0.0
771,16,13,0.8125
772,6,0,0.0
773,13,0,0.0
774,9,0,0.0
775,24,0,0.0
776,4,0,0.0
777,4,0,0.0
778,21,1,0.047619047619047616
779,9,0,0.0
780,15,0,0.0
781,7,0,0.0
782,11,0,0.0
783,4,0,0.0
784,10,0,0.0
785,5,0,0.0
786,6,0,0.0
787,13,0,0.0
788,18,1,0.05555555555555555
789,9,0,0.0
790,12,0,0.0
791,5,0,0.0
792,7,0,0.0
793,4,0,0.0
794,47,4,0.0851063829787234
795,21,0,0.0
796,21,0,0.0
797,10,1,0.1
798,8,0,0.0
799,5,0,0.0
800,2,0,0.0
801,12,0,0.0
802,4,0,0.0
803,8,0,0.0
804,4,1,0.25
805,6,0,0.0
806,15,0,0.0
807,9,0,0.0
808,5,0,0.0
809,4,0,0.0
810,5,0,0.0
811,17,1,0.058823529411764705
812,4,0,0.0
813,5,0,0.0
814,3,0,0.0
815,6,0,0.0
816,7,0,0.0
817,4,0,0.0
818,7,1,0.14285714285714285
819,4,0,0.0
820,4,0,0.0
821,15,0,0.0
822,5,0,0.0
823,6,0,0.0
824,4,0,0.0
825,5,0,0.0
826,6,0,0.0
827,3,0,0.0
828,2,0,0.0
829,2,0,0.0
830,9,0,0.0
831,4,0,0.0
832,3,0,0.0
833,1,0,0.0
834,6,0,0.0
836,5,0,0.0
837,8,0,0.0
838,4,0,0.0
839,3,0,0.0
841,1,0,0.0
842,4,0,0.0
843,3,0,0.0
844,1,0,0.0
846,7,1,0.14285714285714285
847,2,0,0.0
848,9,0,0.0
849,4,0,0.0
851,4,0,0.0
852,2,0,0.0
853,7,1,0.14285714285714285
854,3,0,0.0
855,5,0,0.0
856,1,0,0.0
857,2,0,0.0
858,3,0,0.0
859,4,0,0.0
860,1,0,0.0
861,3,1,0.3333333333333333
862,4,0,0.0
863,4,0,0.0
864,4,0,0.0
865,4,0,0.0
866,4,0,0.0
867,3,0,0.0
868,4,0,0.0
869,2,0,0.0
870,21,1,0.047619047619047616
871,13,0,0.0
872,3,0,0.0
873,50,1,0.02
874,3,0,0.0
875,4,0,0.0
876,9,1,0.1111111111111111
877,6,0,0.0
878,8,0,0.0
879,28,0,0.0
880,4,0,0.0
881,4,0,0.0
882,2,0,0.0
883,4,0,0.0
884,3,0,0.0
885,4,1,0.25
886,3,2,0.6666666666666666
887,8,0,0.0
888,9,2,0.2222222222222222
889,4,0,0.0
890,7,0,0.0
891,5,1,0.2
893,4,0,0.0
894,13,0,0.0
895,2,0,0.0
896,1,0,0.0
897,1,1,1.0
898,1,1,1.0
899,1,1,1.0
900,6,1,0.16666666666666666
901,4,1,0.25
902,5,0,0.0
903,5,0,0.0
904,5,0,0.0
905,3,0,0.0
906,5,0,0.0
907,2,0,0.0
908,11,1,0.09090909090909091
909,2,1,0.5
910,4,1,0.25
911,5,0,0.0
912,3,1,0.3333333333333333
913,2,1,0.5
914,2,1,0.5
915,2,1,0.5
916,2,1,0.5
917,5,0,0.0
918,3,1,0.3333333333333333
919,7,0,0.0
920,5,0,0.0
921,4,0,0.0
922,5,1,0.2
923,4,3,0.75
924,4,1,0.25
925,3,1,0.3333333333333333
926,5,2,0.4
927,1,0,0.0
928,14,1,0.07142857142857142
929,4,1,0.25
930,5,0,0.0
931,3,1,0.3333333333333333
932,5,0,0.0
933,2,1,0.5
934,3,1,0.3333333333333333
935,5,1,0.2
936,3,1,0.3333333333333333
937,6,1,0.16666666666666666
938,5,3,0.6
939,4,1,0.25
940,2,0,0.0
941,3,1,0.3333333333333333
942,3,0,0.0
943,3,2,0.6666666666666666
944,3,1,0.3333333333333333
945,5,0,0.0
946,3,1,0.3333333333333333
947,4,0,0.0
948,6,0,0.0
949,4,0,0.0
950,3,0,0.0
951,10,2,0.2
952,4,1,0.25
953,2,0,0.0
954,4,1,0.25
955,3,0,0.0
956,4,1,0.25
957,2,1,0.5
958,1,1,1.0
959,2,1,0.5
960,8,0,0.0
961,6,2,0.3333333333333333
962,3,1,0.3333333333333333
963,3,1,0.3333333333333333
964,14,0,0.0
965,1,1,1.0
966,7,1,0.14285714285714285
967,7,1,0.14285714285714285
968,7,0,0.0
969,2,0,0.0
970,9,0,0.0
971,14,1,0.07142857142857142
972,3,0,0.0
973,3,0,0.0
974,5,0,0.0
975,5,1,0.2
976,5,0,0.0
977,4,0,0.0
978,3,0,0.0
979,3,1,0.3333333333333333
980,5,0,0.0
981,4,2,0.5
982,3,0,0.0
983,2,0,0.0
984,5,0,0.0
985,2,0,0.0
986,2,0,0.0
987,3,1,0.3333333333333333
988,1,0,0.0
989,4,1,0.25
990,4,1,0.25
991,3,1,0.3333333333333333
992,4,0,0.0
993,1,1,1.0
994,15,0,0.0
995,1,1,1.0
996,5,1,0.2
997,4,0,0.0
998,6,2,0.3333333333333333
999,2,0,0.0
1000,4,1,0.25
1001,32,8,0.25
1002,5,1,0.2
1003,25,6,0.24
1004,4,2,0.5
1005,3,0,0.0
1006,6,0,0.0
1007,6,3,0.5
1008,10,0,0.0
1009,5,1,0.2
1010,6,1,0.16666666666666666
1011,68,18,0.2647058823529412
1012,4,2,0.5
1013,5,0,0.0
1014,8,1,0.125
1015,4,1,0.25
1016,8,1,0.125
1017,8,1,0.125
1018,13,1,0.07692307692307693
1019,4,0,0.0
1020,6,0,0.0
1021,5,1,0.2
1022,6,1,0.16666666666666666
1023,3,0,0.0
1024,3,0,0.0
1025,2,0,0.0
1026,5,0,0.0
1027,3,1,0.3333333333333333
1028,20,1,0.05
1029,6,0,0.0
1030,4,1,0.25
1031,4,1,0.25
1032,2,0,0.0
1033,6,0,0.0
1034,4,0,0.0
1035,5,0,0.0
1036,4,0,0.0
1037,7,1,0.14285714285714285
1038,6,0,0.0
1039,6,0,0.0
1040,3,1,0.3333333333333333
1041,6,0,0.0
1042,3,0,0.0
1043,5,0,0.0
1044,6,0,0.0
1045,5,0,0.0
1046,4,0,0.0
1047,8,0,0.0
1048,5,0,0.0
1049,5,1,0.2
1050,8,1,0.125
1051,6,0,0.0
1052,7,0,0.0
1053,3,0,0.0
1054,3,0,0.0
1055,5,0,0.0
1056,12,1,0.08333333333333333
1057,4,0,0.0
1058,5,0,0.0
1059,4,1,0.25
1060,5,1,0.2
1061,5,0,0.0
1062,3,0,0.0
1063,3,0,0.0
1064,3,0,0.0
1065,2,0,0.0
1066,3,0,0.0
1067,8,2,0.25
1068,4,1,0.25
1069,4,0,0.0
1070,4,0,0.0
1071,18,0,0.0
1072,3,0,0.0
1073,5,1,0.2
1074,9,1,0.1111111111111111
1075,7,0,0.0
1076,4,0,0.0
1077,4,0,0.0
1078,3,0,0.0
1079,7,0,0.0
1080,7,0,0.0
1081,8,0,0.0
1082,3,0,0.0
1083,11,0,0.0
1084,4,1,0.25
1085,3,0,0.0
1086,3,0,0.0
1087,10,0,0.0
1088,3,1,0.3333333333333333
1089,3,0,0.0
1090,5,0,0.0
1091,5,0,0.0
1092,1,1,1.0
1093,3,0,0.0
1094,2,0,0.0
1095,6,0,0.0
1096,2,0,0.0
1097,1,0,0.0
1098,3,0,0.0
1099,2,0,0.0
1100,5,0,0.0
1101,1,0,0.0
1102,3,0,0.0
1103,2,0,0.0
1104,2,1,0.5
1105,1,1,1.0
1106,5,0,0.0
1107,1,0,0.0
1108,3,0,0.0
1109,3,0,0.0
1110,4,1,0.25
1111,6,0,0.0
1112,9,0,0.0
1113,3,1,0.3333333333333333
1114,4,0,0.0
1115,6,0,0.0
1116,3,0,0.0
1117,2,0,0.0
1118,1,0,0.0
1119,11,0,0.0
1120,2,0,0.0
1121,2,1,0.5
1122,6,0,0.0
1123,10,3,0.3
1124,4,0,0.0
1125,6,0,0.0
1126,5,0,0.0
1127,8,1,0.125
1128,5,0,0.0
1129,4,0,0.0
1130,5,0,0.0
1131,3,0,0.0
1132,2,1,0.5
1133,3,0,0.0
1134,2,0,0.0
1135,6,2,0.3333333333333333
1136,27,7,0.25925925925925924
1137,1,1,1.0
1138,3,2,0.6666666666666666
1139,1,1,1.0
1140,3,2,0.6666666666666666
1141,3,1,0.3333333333333333
1142,1,1,1.0
1143,3,1,0.3333333333333333
1144,2,1,0.5
1145,18,5,0.2777777777777778
1146,13,4,0.3076923076923077
1147,2,1,0.5
1148,5,3,0.6
1149,1,1,1.0
1150,3,1,0.3333333333333333
1151,6,1,0.16666666666666666
1152,4,2,0.5
1153,7,2,0.2857142857142857
1154,4,2,0.5
1155,3,1,0.3333333333333333
1156,3,1,0.3333333333333333
1157,2,2,1.0
1158,4,2,0.5
1159,4,0,0.0
1160,9,0,0.0
1161,11,2,0.18181818181818182
1162,4,0,0.0
1163,6,0,0.0
1164,10,0,0.0
1165,41,8,0.1951219512195122
1166,65,11,0.16923076923076924
1167,6,0,0.0
1168,9,0,0.0
1169,3,0,0.0
1170,3,0,0.0
1171,3,0,0.0
1172,6,1,0.16666666666666666
1173,6,1,0.16666666666666666
1174,2,1,0.5
1175,3,1,0.3333333333333333
1176,4,0,0.0
1177,8,1,0.125
1178,2,1,0.5
1179,3,0,0.0
1180,3,0,0.0
1181,10,1,0.1
1182,3,0,0.0
1183,4,1,0.25
1184,2,1,0.5
1185,3,1,0.3333333333333333
1186,7,0,0.0
1187,4,0,0.0
1188,4,1,0.25
1189,2,2,1.0
1190,6,0,0.0
1191,10,1,0.1
1192,14,1,0.07142857142857142
1193,5,0,0.0
1194,6,0,0.0
1195,9,0,0.0
1196,7,0,0.0
1197,3,0,0.0
1198,11,1,0.09090909090909091
1199,4,0,0.0
1200,9,0,0.0
1201,12,0,0.0
1202,7,1,0.14285714285714285
1203,12,0,0.0
1204,15,0,0.0
1205,4,1,0.25
1206,20,1,0.05
1207,8,1,0.125
1208,4,0,0.0
1209,3,0,0.0
1210,2,0,0.0
1211,5,0,0.0
1212,5,0,0.0
1213,19,1,0.05263157894736842
1214,3,0,0.0
1215,6,1,0.16666666666666666
1216,5,1,0.2
1217,5,0,0.0
1218,5,0,0.0
1219,12,1,0.08333333333333333
1220,1,1,1.0
1221,1,1,1.0
1222,14,2,0.14285714285714285
1223,1,1,1.0
1224,1,1,1.0
1225,4,0,0.0
1226,3,0,0.0
1227,3,2,0.6666666666666666
1228,2,1,0.5
1229,6,0,0.0
1230,12,0,0.0
1231,9,0,0.0
1232,7,1,0.14285714285714285
1233,4,0,0.0
1234,3,0,0.0
1235,7,0,0.0
1236,3,0,0.0
1237,3,0,0.0
1238,9,0,0.0
1239,16,0,0.0
1240,4,0,0.0
1241,9,0,0.0
1242,5,0,0.0
1243,4,0,0.0
1244,1,1,1.0
1245,1,1,1.0
1246,2,2,1.0
1247,3,0,0.0
1248,1,1,1.0
1249,2,1,0.5
1250,5,0,0.0
1251,5,2,0.4
1252,5,0,0.0
1253,4,1,0.25
1254,3,1,0.3333333333333333
1255,2,1,0.5
1256,4,0,0.0
1257,2,0,0.0
1259,5,0,0.0
1260,4,0,0.0
1261,5,0,0.0
1262,4,0,0.0
1263,12,1,0.08333333333333333
1264,4,2,0.5
1265,6,0,0.0
1266,4,1,0.25
1267,3,0,0.0
1268,4,1,0.25
